ticker,exchange,assetType,priceCurrency,startDate,endDate
000001,SHE,Stock,CNY,2007-08-30,2020-09-03
000002,SHE,Stock,CNY,2000-01-04,2020-09-03
000003,SHE,Stock,CNY,,
000004,SHE,Stock,CNY,2007-08-31,2020-09-03
000005,SHE,Stock,CNY,2001-01-02,2020-09-02
000006,SHE,Stock,CNY,2018-01-01,2020-09-02
000007,SHE,Stock,CNY,2007-08-31,2020-09-03
000008,SHE,Stock,CNY,2000-01-03,2020-09-02
000009,SHE,Stock,CNY,2000-01-03,2020-09-03
000010,SHE,Stock,CNY,2007-08-31,2020-09-03
000011,SHE,Stock,CNY,2018-01-01,2020-09-03
000012,SHE,Stock,CNY,2000-01-03,2020-09-02
000013,SHE,Stock,CNY,,
000014,SHE,Stock,CNY,2018-01-01,2020-09-02
000015,SHE,Stock,CNY,,
000016,SHE,Stock,CNY,2018-01-01,2020-09-03
000017,SHE,Stock,CNY,2018-01-02,2020-09-02
000018,SHE,Stock,CNY,2018-01-02,2020-01-06
000019,SHE,Stock,CNY,2018-01-01,2020-09-02
000020,SHE,Stock,CNY,2007-08-31,2020-09-02
000021,SHE,Stock,CNY,2000-01-03,2020-09-03
000022,SHE,Stock,CNY,2007-08-31,2018-12-20
000023,SHE,Stock,CNY,2018-01-01,2020-09-03
000024,SHE,Stock,CNY,,
000025,SHE,Stock,CNY,2018-01-01,2020-09-03
000026,SHE,Stock,CNY,2018-01-01,2020-09-03
000027,SHE,Stock,CNY,2000-01-03,2020-09-03
000028,SHE,Stock,CNY,2018-01-01,2020-09-03
000029,SHE,Stock,CNY,2016-09-13,2018-04-24
000030,SHE,Stock,CNY,2000-01-03,2020-09-03
000031,SHE,Stock,CNY,2009-09-01,2020-09-02
000032,SHE,Stock,CNY,2018-01-01,2020-09-03
000033,SHE,Stock,CNY,2007-08-31,2017-07-06
000034,SHE,Stock,CNY,2017-09-28,2020-09-03
000035,SHE,Stock,CNY,2007-09-28,2020-09-03
000036,SHE,Stock,CNY,2000-01-03,2020-09-03
000037,SHE,Stock,CNY,2000-01-03,2020-09-02
000038,SHE,Stock,CNY,2013-02-08,2020-09-02
000039,SHE,Stock,CNY,2018-01-01,2020-09-03
000040,SHE,Stock,CNY,2018-01-01,2020-09-03
000042,SHE,Stock,CNY,2000-01-03,2020-09-02
000043,SHE,Stock,CNY,2000-01-03,2019-12-13
000045,SHE,Stock,CNY,2000-01-03,2020-09-03
000046,SHE,Stock,CNY,2018-01-01,2020-09-03
000047,SHE,Stock,CNY,,
000048,SHE,Stock,CNY,2000-01-04,2020-09-02
000049,SHE,Stock,CNY,2018-01-01,2020-09-03
000050,SHE,Stock,CNY,2000-01-03,2020-09-03
000055,SHE,Stock,CNY,2000-01-03,2020-09-03
000056,SHE,Stock,CNY,2017-10-31,2020-09-02
000058,SHE,Stock,CNY,2000-01-03,2020-09-03
000059,SHE,Stock,CNY,2000-01-03,2020-09-03
000060,SHE,Stock,CNY,2018-01-01,2020-09-03
000061,SHE,Stock,CNY,2000-01-11,2020-09-02
000062,SHE,Stock,CNY,2000-01-03,2020-09-03
000063,SHE,Stock,CNY,2018-01-01,2020-09-03
000065,SHE,Stock,CNY,2018-01-01,2020-09-02
000066,SHE,Stock,CNY,2000-01-03,2020-09-03
000068,SHE,Stock,CNY,2007-08-30,2020-09-03
000069,SHE,Stock,CNY,2018-01-01,2020-09-02
000070,SHE,Stock,CNY,2018-01-01,2020-09-02
000078,SHE,Stock,CNY,2000-01-03,2020-09-03
000088,SHE,Stock,CNY,2000-01-03,2020-09-03
000089,SHE,Stock,CNY,2000-01-03,2020-09-02
000090,SHE,Stock,CNY,2018-01-01,2020-09-03
000096,SHE,Stock,CNY,2018-01-01,2020-09-02
000099,SHE,Stock,CNY,2018-01-01,2020-09-03
000100,SHE,Stock,CNY,2004-02-02,2020-09-03
000150,SHE,Stock,CNY,2000-08-08,2020-09-03
000151,SHE,Stock,CNY,2018-01-01,2020-09-03
000153,SHE,Stock,CNY,2018-01-01,2020-09-03
000155,SHE,Stock,CNY,2018-01-02,2020-09-03
000156,SHE,Stock,CNY,2018-01-01,2020-09-02
000157,SHE,Stock,CNY,2018-01-01,2020-09-02
000158,SHE,Stock,CNY,2018-01-02,2020-09-02
000159,SHE,Stock,CNY,2000-09-25,2020-09-03
000166,SHE,Stock,CNY,2018-01-01,2020-09-03
0001753539,NYSE,Stock,USD,,
000301,SHE,Stock,CNY,2018-01-01,2020-09-03
000333,SHE,Stock,CNY,2000-01-03,2020-09-03
000338,SHE,Stock,CNY,2018-01-01,2020-09-03
000400,SHE,Stock,CNY,2018-01-01,2020-09-03
000401,SHE,Stock,CNY,2018-01-01,2020-09-03
000402,SHE,Stock,CNY,2000-01-03,2020-09-03
000403,SHE,Stock,CNY,2018-01-01,2020-09-03
000404,SHE,Stock,CNY,2018-01-01,2020-09-02
000405,SHE,Stock,CNY,,
000406,SHE,Stock,CNY,,
000407,SHE,Stock,CNY,2000-01-04,2020-09-02
000408,SHE,Stock,CNY,2018-01-02,2020-09-02
000409,SHE,Stock,CNY,2018-01-02,2020-09-02
000410,SHE,Stock,CNY,2000-01-03,2020-09-03
000411,SHE,Stock,CNY,2018-01-01,2020-09-03
000412,SHE,Stock,CNY,,
000413,SHE,Stock,CNY,2000-01-03,2020-09-02
000415,SHE,Stock,CNY,2018-01-02,2020-09-03
000416,SHE,Stock,CNY,2000-01-03,2020-09-02
000417,SHE,Stock,CNY,2018-01-01,2020-09-03
000418,SHE,Stock,CNY,2000-01-03,2019-05-07
000419,SHE,Stock,CNY,2000-01-03,2020-09-03
000420,SHE,Stock,CNY,2000-01-03,2020-09-03
000421,SHE,Stock,CNY,2000-01-03,2020-09-03
000422,SHE,Stock,CNY,2018-01-02,2020-09-03
000423,SHE,Stock,CNY,2000-01-03,2020-09-03
000425,SHE,Stock,CNY,2000-01-03,2020-09-03
000426,SHE,Stock,CNY,2000-01-03,2020-09-03
000428,SHE,Stock,CNY,2000-01-03,2020-09-03
000429,SHE,Stock,CNY,2000-01-03,2020-09-03
000430,SHE,Stock,CNY,2018-01-02,2020-09-02
000488,SHE,Stock,CNY,2000-11-20,2020-09-03
000498,SHE,Stock,CNY,2018-01-01,2020-09-03
000501,SHE,Stock,CNY,2000-01-03,2020-09-03
000502,SHE,Stock,CNY,2007-08-30,2020-09-03
000503,SHE,Stock,CNY,2018-01-02,2020-09-03
000504,SHE,Stock,CNY,2007-08-30,2020-09-03
000505,SHE,Stock,CNY,2007-08-30,2020-09-03
000506,SHE,Stock,CNY,2018-01-02,2020-09-03
000507,SHE,Stock,CNY,2018-01-01,2020-09-03
000508,SHE,Stock,CNY,,
000509,SHE,Stock,CNY,2017-07-17,2020-09-02
000510,SHE,Stock,CNY,2000-01-04,2020-09-02
000511,SHE,Stock,CNY,2017-04-28,2018-07-17
000513,SHE,Stock,CNY,2000-01-03,2020-09-03
000514,SHE,Stock,CNY,2018-01-01,2020-09-03
000515,SHE,Stock,CNY,,
000516,SHE,Stock,CNY,2000-02-02,2020-09-03
000517,SHE,Stock,CNY,2000-01-03,2020-09-03
000518,SHE,Stock,CNY,2007-08-30,2020-09-03
000519,SHE,Stock,CNY,2018-01-01,2020-09-02
000520,SHE,Stock,CNY,2000-01-03,2020-09-03
000521,SHE,Stock,CNY,2018-01-01,2020-09-02
000522,SHE,Stock,CNY,,
000523,SHE,Stock,CNY,2018-01-01,2020-09-03
000524,SHE,Stock,CNY,2018-01-01,2020-09-03
000525,SHE,Stock,CNY,2018-01-01,2020-09-03
000526,SHE,Stock,CNY,2007-08-30,2020-09-03
000527,SHE,Stock,CNY,,
000528,SHE,Stock,CNY,2000-01-03,2020-09-03
000529,SHE,Stock,CNY,2018-01-01,2020-09-03
000530,SHE,Stock,CNY,2000-01-03,2020-09-03
000531,SHE,Stock,CNY,2018-01-01,2020-09-02
000532,SHE,Stock,CNY,2000-01-03,2020-09-03
000533,SHE,Stock,CNY,2018-01-02,2020-09-03
000534,SHE,Stock,CNY,2000-01-03,2020-09-03
000535,SHE,Stock,CNY,,
000536,SHE,Stock,CNY,2000-01-03,2020-09-03
000537,SHE,Stock,CNY,2000-01-13,2020-09-02
000538,SHE,Stock,CNY,2016-02-23,2020-09-02
000539,SHE,Stock,CNY,2000-01-03,2020-09-03
000540,SHE,Stock,CNY,2017-08-18,2020-09-02
000541,SHE,Stock,CNY,2000-01-03,2020-09-03
000542,SHE,Stock,CNY,,
000543,SHE,Stock,CNY,2018-01-01,2020-09-03
000544,SHE,Stock,CNY,2018-01-01,2020-09-02
000545,SHE,Stock,CNY,2018-01-01,2020-09-03
000546,SHE,Stock,CNY,2018-01-01,2020-09-02
000547,SHE,Stock,CNY,2018-01-01,2020-09-03
000548,SHE,Stock,CNY,2018-01-01,2020-09-03
000549,SHE,Stock,CNY,,
000550,SHE,Stock,CNY,2018-01-01,2020-09-03
000551,SHE,Stock,CNY,2018-01-02,2020-09-03
000552,SHE,Stock,CNY,2018-01-01,2020-09-03
000553,SHE,Stock,CNY,2018-01-01,2020-09-03
000554,SHE,Stock,CNY,2018-01-02,2020-09-03
000555,SHE,Stock,CNY,2018-01-01,2020-09-02
000556,SHE,Stock,CNY,,
000557,SHE,Stock,CNY,2007-08-30,2020-09-03
000558,SHE,Stock,CNY,2007-08-30,2020-09-03
000559,SHE,Stock,CNY,2018-01-01,2020-09-03
000560,SHE,Stock,CNY,2018-01-01,2020-09-02
000561,SHE,Stock,CNY,2000-01-03,2020-09-03
000562,SHE,Stock,CNY,,
000563,SHE,Stock,CNY,2018-01-01,2020-09-03
000564,SHE,Stock,CNY,2007-08-30,2020-09-03
000565,SHE,Stock,CNY,2018-01-01,2020-09-02
000566,SHE,Stock,CNY,2017-11-21,2020-09-03
000567,SHE,Stock,CNY,2018-01-01,2020-09-03
000568,SHE,Stock,CNY,2018-01-01,2020-09-02
000569,SHE,Stock,CNY,,
000570,SHE,Stock,CNY,2000-01-03,2020-09-03
000571,SHE,Stock,CNY,2018-01-02,2020-09-03
000572,SHE,Stock,CNY,2018-01-02,2020-09-02
000573,SHE,Stock,CNY,2018-01-01,2020-09-02
000576,SHE,Stock,CNY,2007-08-30,2020-09-03
000578,SHE,Stock,CNY,,
000581,SHE,Stock,CNY,2000-01-04,2020-09-03
000582,SHE,Stock,CNY,2018-01-01,2020-09-03
000583,SHE,Stock,CNY,,
000584,SHE,Stock,CNY,2018-01-01,2020-09-03
000585,SHE,Stock,CNY,2007-08-30,2020-09-02
000586,SHE,Stock,CNY,2000-01-04,2020-09-03
000587,SHE,Stock,CNY,2000-01-03,2020-09-03
000588,SHE,Stock,CNY,,
000589,SHE,Stock,CNY,2018-01-01,2020-09-02
000590,SHE,Stock,CNY,2018-01-02,2020-09-03
000591,SHE,Stock,CNY,2018-01-01,2020-09-03
000592,SHE,Stock,CNY,2015-01-05,2020-09-03
000593,SHE,Stock,CNY,2000-01-03,2020-09-02
000594,SHE,Stock,CNY,,
000595,SHE,Stock,CNY,2000-01-03,2020-09-03
000596,SHE,Stock,CNY,2000-01-03,2020-09-03
000597,SHE,Stock,CNY,2018-01-01,2020-09-03
000598,SHE,Stock,CNY,2018-01-01,2020-09-03
000599,SHE,Stock,CNY,2018-01-01,2020-09-03
000600,SHE,Stock,CNY,2018-01-01,2020-09-03
000601,SHE,Stock,CNY,2018-01-01,2020-09-03
000602,SHE,Stock,CNY,,
000603,SHE,Stock,CNY,2018-01-01,2020-09-03
000605,SHE,Stock,CNY,2000-01-03,2020-09-02
000606,SHE,Stock,CNY,2007-08-30,2020-09-03
000607,SHE,Stock,CNY,2000-01-03,2020-09-03
000608,SHE,Stock,CNY,2018-01-02,2020-09-03
000609,SHE,Stock,CNY,2000-01-05,2020-09-03
000610,SHE,Stock,CNY,2018-01-01,2020-09-03
000611,SHE,Stock,CNY,2018-01-02,2020-09-03
000612,SHE,Stock,CNY,2018-01-01,2020-09-02
000613,SHE,Stock,CNY,2007-08-30,2020-09-03
000615,SHE,Stock,CNY,2018-01-02,2020-09-02
000616,SHE,Stock,CNY,2007-08-30,2020-09-03
000617,SHE,Stock,CNY,2018-01-01,2020-09-02
000618,SHE,Stock,CNY,,
000619,SHE,Stock,CNY,2000-01-03,2020-09-03
000620,SHE,Stock,CNY,2000-01-04,2020-09-03
000621,SHE,Stock,CNY,,
000622,SHE,Stock,CNY,2013-02-08,2020-09-03
000623,SHE,Stock,CNY,2000-01-03,2020-09-03
000625,SHE,Stock,CNY,2000-01-03,2020-09-02
000626,SHE,Stock,CNY,2018-01-02,2020-09-03
000627,SHE,Stock,CNY,2000-01-03,2020-09-03
000628,SHE,Stock,CNY,2007-08-30,2020-09-03
000629,SHE,Stock,CNY,2017-04-19,2020-09-03
000630,SHE,Stock,CNY,2000-01-03,2020-09-02
000631,SHE,Stock,CNY,2018-01-01,2020-09-03
000632,SHE,Stock,CNY,2000-01-04,2020-09-03
000633,SHE,Stock,CNY,2007-08-30,2020-09-02
000635,SHE,Stock,CNY,2018-01-01,2020-09-03
000636,SHE,Stock,CNY,2000-01-03,2020-09-03
000637,SHE,Stock,CNY,2000-01-03,2020-09-03
000638,SHE,Stock,CNY,2009-06-05,2020-09-03
000639,SHE,Stock,CNY,2018-01-01,2020-09-03
000650,SHE,Stock,CNY,2018-01-01,2020-09-03
000651,SHE,Stock,CNY,2018-01-01,2020-09-03
000652,SHE,Stock,CNY,2000-01-04,2020-09-03
000653,SHE,Stock,CNY,,
000655,SHE,Stock,CNY,2000-01-04,2020-09-03
000656,SHE,Stock,CNY,2018-01-01,2020-09-03
000657,SHE,Stock,CNY,2018-01-02,2020-09-03
000658,SHE,Stock,CNY,,
000659,SHE,Stock,CNY,2018-01-02,2020-09-02
000660,SHE,Stock,CNY,,
000661,SHE,Stock,CNY,2000-01-03,2020-09-02
000662,SHE,Stock,CNY,2018-01-02,2020-09-02
000663,SHE,Stock,CNY,2000-01-03,2020-09-03
000665,SHE,Stock,CNY,2000-01-03,2020-09-03
000666,SHE,Stock,CNY,2018-01-01,2020-09-03
000667,SHE,Stock,CNY,2018-01-02,2020-09-02
000668,SHE,Stock,CNY,2018-01-01,2020-09-03
000669,SHE,Stock,CNY,2018-01-02,2020-09-03
000670,SHE,Stock,CNY,2018-01-02,2020-03-19
000671,SHE,Stock,CNY,2018-01-01,2020-09-02
000672,SHE,Stock,CNY,2000-01-03,2020-09-03
000673,SHE,Stock,CNY,2002-09-25,2020-09-02
000675,SHE,Stock,CNY,,
000676,SHE,Stock,CNY,2018-01-01,2020-09-03
000677,SHE,Stock,CNY,2000-01-03,2020-09-02
000678,SHE,Stock,CNY,2000-01-03,2020-09-03
000679,SHE,Stock,CNY,2018-01-02,2020-09-02
000680,SHE,Stock,CNY,2018-01-01,2020-09-03
000681,SHE,Stock,CNY,2018-01-01,2020-09-02
000682,SHE,Stock,CNY,2018-01-01,2020-09-02
000683,SHE,Stock,CNY,2018-01-02,2020-09-03
000685,SHE,Stock,CNY,2018-01-01,2020-09-03
000686,SHE,Stock,CNY,2000-01-03,2020-09-03
000687,SHE,Stock,CNY,2018-01-02,2020-09-03
000688,SHE,Stock,CNY,2018-01-02,2020-09-03
000689,SHE,Stock,CNY,,
000690,SHE,Stock,CNY,2000-01-03,2020-09-03
000691,SHE,Stock,CNY,2009-09-01,2020-09-03
000692,SHE,Stock,CNY,2018-01-02,2020-09-03
000693,SHE,Stock,CNY,2018-01-01,2019-07-08
000695,SHE,Stock,CNY,2018-01-16,2020-09-03
000697,SHE,Stock,CNY,2018-01-02,2020-09-02
000698,SHE,Stock,CNY,2018-01-01,2020-09-02
000699,SHE,Stock,CNY,,
000700,SHE,Stock,CNY,2000-01-03,2020-09-03
000701,SHE,Stock,CNY,2000-01-03,2020-09-03
000702,SHE,Stock,CNY,2000-01-03,2020-09-02
000703,SHE,Stock,CNY,2018-01-01,2020-09-02
000705,SHE,Stock,CNY,2018-01-01,2020-09-03
000707,SHE,Stock,CNY,2018-01-02,2020-09-03
000708,SHE,Stock,CNY,2000-01-03,2020-09-03
000709,SHE,Stock,CNY,2000-01-03,2020-09-03
000710,SHE,Stock,CNY,2000-01-03,2020-09-03
000711,SHE,Stock,CNY,2018-01-02,2020-09-03
000712,SHE,Stock,CNY,2018-01-02,2020-09-02
000713,SHE,Stock,CNY,2018-01-01,2020-09-03
000715,SHE,Stock,CNY,2000-01-03,2020-09-03
000716,SHE,Stock,CNY,2018-01-01,2020-09-03
000717,SHE,Stock,CNY,2000-01-03,2020-09-03
000718,SHE,Stock,CNY,2018-01-01,2020-09-03
000719,SHE,Stock,CNY,2018-01-01,2020-09-03
000720,SHE,Stock,CNY,2007-08-30,2020-09-03
000721,SHE,Stock,CNY,2018-01-02,2020-09-03
000722,SHE,Stock,CNY,2018-01-01,2020-09-02
000723,SHE,Stock,CNY,2000-01-03,2020-09-03
000725,SHE,Stock,CNY,2001-01-11,2020-09-03
000726,SHE,Stock,CNY,2018-01-01,2020-09-03
000727,SHE,Stock,CNY,2018-01-02,2020-09-03
000728,SHE,Stock,CNY,2000-01-03,2020-09-03
000729,SHE,Stock,CNY,2000-01-03,2020-09-02
000730,SHE,Stock,CNY,,
000731,SHE,Stock,CNY,2000-01-03,2020-09-02
000732,SHE,Stock,CNY,2018-01-01,2020-09-03
000733,SHE,Stock,CNY,2000-01-03,2020-09-03
000735,SHE,Stock,CNY,2018-01-01,2020-09-02
000736,SHE,Stock,CNY,2018-01-01,2020-09-03
000737,SHE,Stock,CNY,2007-08-30,2020-09-02
000738,SHE,Stock,CNY,2018-01-01,2020-09-03
000739,SHE,Stock,CNY,2000-01-03,2020-09-03
000748,SHE,Stock,CNY,,
000750,SHE,Stock,CNY,2018-01-01,2020-09-02
000751,SHE,Stock,CNY,2018-01-02,2020-09-02
000752,SHE,Stock,CNY,2000-01-03,2020-09-02
000753,SHE,Stock,CNY,2018-01-01,2020-09-03
000755,SHE,Stock,CNY,2018-01-02,2020-09-03
000756,SHE,Stock,CNY,2000-01-03,2020-09-02
000757,SHE,Stock,CNY,2013-02-08,2020-09-03
000758,SHE,Stock,CNY,2018-01-01,2020-09-03
000759,SHE,Stock,CNY,2018-01-01,2020-09-03
000760,SHE,Stock,CNY,2018-01-02,2020-06-03
000761,SHE,Stock,CNY,2000-01-03,2020-09-02
000762,SHE,Stock,CNY,2018-01-02,2020-09-03
000763,SHE,Stock,CNY,,
000765,SHE,Stock,CNY,,
000766,SHE,Stock,CNY,2018-04-24,2020-09-03
000767,SHE,Stock,CNY,2000-01-03,2020-09-03
000768,SHE,Stock,CNY,2018-01-01,2020-09-02
000769,SHE,Stock,CNY,,
000776,SHE,Stock,CNY,2018-01-01,2020-09-03
000777,SHE,Stock,CNY,2018-01-01,2020-09-03
000778,SHE,Stock,CNY,2000-01-03,2020-09-03
000779,SHE,Stock,CNY,2007-08-30,2020-09-03
000780,SHE,Stock,CNY,2000-01-03,2020-09-03
000782,SHE,Stock,CNY,2018-01-01,2020-09-02
000783,SHE,Stock,CNY,2000-01-03,2020-09-03
000785,SHE,Stock,CNY,2018-01-01,2020-09-03
000786,SHE,Stock,CNY,2018-01-01,2020-09-03
000787,SHE,Stock,CNY,,
000788,SHE,Stock,CNY,2018-01-01,2020-09-03
000789,SHE,Stock,CNY,2018-01-01,2020-09-03
000790,SHE,Stock,CNY,2015-01-05,2020-09-03
000791,SHE,Stock,CNY,2018-01-01,2020-09-03
000792,SHE,Stock,CNY,2000-01-03,2020-04-29
000793,SHE,Stock,CNY,2018-01-02,2020-09-03
000795,SHE,Stock,CNY,2000-01-03,2020-09-03
000796,SHE,Stock,CNY,2007-08-30,2020-09-03
000797,SHE,Stock,CNY,2018-01-01,2020-09-03
000798,SHE,Stock,CNY,2018-01-02,2020-09-03
000799,SHE,Stock,CNY,2018-01-01,2020-09-03
000800,SHE,Stock,CNY,2018-01-01,2020-09-03
000801,SHE,Stock,CNY,2018-01-01,2020-09-03
000802,SHE,Stock,CNY,2018-01-01,2020-09-03
000803,SHE,Stock,CNY,2007-08-30,2020-09-03
000805,SHE,Stock,CNY,,
000806,SHE,Stock,CNY,2007-08-30,2020-09-03
000807,SHE,Stock,CNY,2018-01-02,2020-09-03
000809,SHE,Stock,CNY,2000-01-03,2020-09-03
000810,SHE,Stock,CNY,2018-01-01,2020-09-02
000811,SHE,Stock,CNY,2018-01-01,2020-09-03
000812,SHE,Stock,CNY,2017-12-06,2020-09-02
000813,SHE,Stock,CNY,2018-01-02,2020-09-02
000815,SHE,Stock,CNY,2000-01-03,2020-09-02
000816,SHE,Stock,CNY,2000-01-03,2020-09-03
000817,SHE,Stock,CNY,,
000818,SHE,Stock,CNY,2018-01-01,2020-09-03
000819,SHE,Stock,CNY,2018-01-01,2020-09-02
000820,SHE,Stock,CNY,2007-08-30,2020-09-03
000821,SHE,Stock,CNY,2000-01-03,2020-09-03
000822,SHE,Stock,CNY,2018-01-01,2020-09-03
000823,SHE,Stock,CNY,2000-01-03,2020-09-03
000825,SHE,Stock,CNY,2018-01-01,2020-09-03
000826,SHE,Stock,CNY,2018-01-01,2020-09-03
000827,SHE,Stock,CNY,,
000828,SHE,Stock,CNY,2018-01-01,2020-09-03
000829,SHE,Stock,CNY,2018-01-01,2020-09-03
000830,SHE,Stock,CNY,2000-01-03,2020-09-03
000831,SHE,Stock,CNY,2018-01-02,2020-09-03
000832,SHE,Stock,CNY,,
000833,SHE,Stock,CNY,2018-01-01,2020-09-03
000835,SHE,Stock,CNY,2000-01-03,2020-09-03
000836,SHE,Stock,CNY,2018-01-02,2020-09-03
000837,SHE,Stock,CNY,2018-01-02,2020-09-03
000838,SHE,Stock,CNY,2018-01-01,2020-09-03
000839,SHE,Stock,CNY,2000-01-03,2020-09-03
000848,SHE,Stock,CNY,2018-01-01,2020-09-02
000850,SHE,Stock,CNY,2018-01-01,2020-09-02
000851,SHE,Stock,CNY,2018-01-01,2020-09-02
000852,SHE,Stock,CNY,2000-01-03,2020-09-02
000856,SHE,Stock,CNY,2000-01-03,2020-09-02
000858,SHE,Stock,CNY,2018-01-01,2020-09-03
000859,SHE,Stock,CNY,2018-01-01,2020-09-03
000860,SHE,Stock,CNY,2000-01-03,2020-09-03
000861,SHE,Stock,CNY,2018-01-01,2020-09-03
000862,SHE,Stock,CNY,2018-01-02,2020-09-03
000863,SHE,Stock,CNY,2018-01-01,2020-09-03
000866,SHE,Stock,CNY,,
000868,SHE,Stock,CNY,2018-01-02,2020-09-03
000869,SHE,Stock,CNY,2018-01-01,2020-09-03
000875,SHE,Stock,CNY,2007-08-30,2020-09-02
000876,SHE,Stock,CNY,2018-01-01,2020-09-02
000877,SHE,Stock,CNY,2018-01-01,2020-09-03
000878,SHE,Stock,CNY,2018-01-02,2020-09-03
000880,SHE,Stock,CNY,2018-01-01,2020-09-03
000881,SHE,Stock,CNY,2000-01-03,2020-09-03
000882,SHE,Stock,CNY,2018-01-02,2020-09-03
000883,SHE,Stock,CNY,2018-01-01,2020-09-02
000885,SHE,Stock,CNY,2018-01-01,2020-09-03
000886,SHE,Stock,CNY,2018-01-01,2020-09-03
000887,SHE,Stock,CNY,2018-01-01,2020-09-03
000888,SHE,Stock,CNY,2018-01-01,2020-09-03
000889,SHE,Stock,CNY,2015-01-05,2020-09-02
000890,SHE,Stock,CNY,2018-01-02,2020-09-03
000892,SHE,Stock,CNY,2008-04-24,2020-09-02
000893,SHE,Stock,CNY,2018-01-02,2020-09-03
000895,SHE,Stock,CNY,2018-01-01,2020-09-02
000897,SHE,Stock,CNY,2018-01-02,2020-09-02
000898,SHE,Stock,CNY,2018-01-01,2020-09-03
000899,SHE,Stock,CNY,2018-01-01,2020-09-03
000900,SHE,Stock,CNY,2017-10-26,2020-09-03
000901,SHE,Stock,CNY,2018-01-01,2020-09-03
000902,SHE,Stock,CNY,2018-01-01,2020-09-03
000903,SHE,Stock,CNY,2018-01-01,2020-09-02
000905,SHE,Stock,CNY,2000-01-03,2020-09-03
000906,SHE,Stock,CNY,2000-01-03,2020-09-02
000908,SHE,Stock,CNY,2000-01-03,2020-09-03
000909,SHE,Stock,CNY,2018-01-02,2020-09-03
000910,SHE,Stock,CNY,2018-01-01,2020-09-02
000911,SHE,Stock,CNY,2000-01-03,2020-09-02
000912,SHE,Stock,CNY,2007-08-30,2020-09-03
000913,SHE,Stock,CNY,2018-01-01,2020-09-03
000915,SHE,Stock,CNY,2000-01-03,2020-09-03
000916,SHE,Stock,CNY,2007-08-30,2017-12-04
000917,SHE,Stock,CNY,2000-01-04,2020-09-03
000918,SHE,Stock,CNY,2018-01-02,2020-09-03
000919,SHE,Stock,CNY,2018-01-01,2020-09-02
000920,SHE,Stock,CNY,2018-01-01,2020-09-03
000921,SHE,Stock,CNY,2018-01-01,2020-09-03
000922,SHE,Stock,CNY,2018-01-01,2020-09-03
000923,SHE,Stock,CNY,2018-01-01,2020-09-03
000925,SHE,Stock,CNY,2018-01-02,2020-09-03
000926,SHE,Stock,CNY,2000-01-03,2020-09-03
000927,SHE,Stock,CNY,2018-01-02,2020-09-03
000928,SHE,Stock,CNY,2018-01-01,2020-09-03
000929,SHE,Stock,CNY,2018-01-02,2020-09-03
000930,SHE,Stock,CNY,2017-10-23,2020-09-03
000931,SHE,Stock,CNY,2000-01-03,2020-09-03
000932,SHE,Stock,CNY,2018-01-01,2020-09-02
000933,SHE,Stock,CNY,2018-01-01,2020-09-03
000935,SHE,Stock,CNY,2018-01-01,2020-09-03
000936,SHE,Stock,CNY,2018-01-01,2020-09-02
000937,SHE,Stock,CNY,2000-01-03,2020-09-02
000938,SHE,Stock,CNY,2000-01-03,2020-09-03
000939,SHE,Stock,CNY,2007-08-30,2019-04-26
000948,SHE,Stock,CNY,2000-01-03,2020-09-03
000949,SHE,Stock,CNY,2018-01-01,2020-09-02
000950,SHE,Stock,CNY,2017-04-25,2020-09-03
000951,SHE,Stock,CNY,2018-01-01,2020-09-03
000952,SHE,Stock,CNY,2018-01-01,2020-09-03
000953,SHE,Stock,CNY,2018-01-02,2020-09-02
000955,SHE,Stock,CNY,2000-01-03,2020-09-02
000956,SHE,Stock,CNY,,
000957,SHE,Stock,CNY,2018-01-02,2020-09-02
000958,SHE,Stock,CNY,2000-01-03,2020-09-03
000959,SHE,Stock,CNY,2000-01-03,2020-09-03
000960,SHE,Stock,CNY,2018-01-02,2020-09-03
000961,SHE,Stock,CNY,2000-02-29,2020-09-03
000962,SHE,Stock,CNY,2018-01-02,2020-09-03
000963,SHE,Stock,CNY,2000-01-26,2020-09-03
000965,SHE,Stock,CNY,2018-01-01,2020-09-03
000966,SHE,Stock,CNY,2000-03-15,2020-09-02
000967,SHE,Stock,CNY,2000-03-29,2020-09-03
000968,SHE,Stock,CNY,2018-01-01,2020-09-02
000969,SHE,Stock,CNY,2018-01-02,2020-09-03
000970,SHE,Stock,CNY,2000-04-19,2020-09-02
000971,SHE,Stock,CNY,2018-01-02,2020-09-03
000972,SHE,Stock,CNY,2018-01-02,2020-09-03
000973,SHE,Stock,CNY,2000-05-24,2020-09-03
000975,SHE,Stock,CNY,2018-01-01,2020-09-02
000976,SHE,Stock,CNY,2000-06-07,2020-09-03
000977,SHE,Stock,CNY,2018-01-01,2020-09-03
000978,SHE,Stock,CNY,2018-01-01,2020-09-03
000979,SHE,Stock,CNY,2008-01-17,2018-12-27
000980,SHE,Stock,CNY,2000-06-15,2020-09-03
000981,SHE,Stock,CNY,2018-01-02,2020-09-03
000982,SHE,Stock,CNY,2018-01-02,2020-09-02
000983,SHE,Stock,CNY,2000-07-25,2020-09-03
000985,SHE,Stock,CNY,2018-01-01,2020-09-02
000987,SHE,Stock,CNY,2000-07-17,2020-09-03
000988,SHE,Stock,CNY,2018-01-01,2020-09-03
